INDEX,AGE,WORKCLASS,FNLWGT,EDUCATION,EDUCATION_NUM,MARITAL_STATUS,OCCUPATION,RELATIONSHIP,RACE,SEX,CAPITAL_GAIN,CAPITAL_LOSS,HOURS_PER_WEEK,NATIVE_COUNTRY,INCOME
415,36,4,114719,4,14,1,3,4,0,0,0,0,50,0,1
416,20,0,344394,6,10,0,4,2,0,1,0,0,30,0,0
417,35,0,195516,9,4,1,5,4,0,0,0,0,40,1,0
418,40,3,31627,1,13,1,1,1,0,1,0,0,20,0,0
419,70,0,174032,0,9,1,8,4,0,0,0,0,40,0,0
420,57,0,226875,9,4,1,8,4,0,0,0,0,50,0,0
421,40,0,566537,14,1,1,4,4,0,0,0,1672,40,1,0
422,18,0,36162,11,7,0,2,0,0,0,0,0,5,0,0
423,45,5,31478,1,13,1,8,4,0,0,2829,0,60,0,0
424,52,0,294991,1,13,1,3,4,0,0,0,0,40,0,1
425,24,2,108495,0,9,0,2,0,0,0,0,0,40,0,0
426,42,1,161532,1,13,1,2,4,1,0,0,0,60,0,0
427,28,4,332249,0,9,3,11,0,0,0,0,0,45,0,0
428,32,0,268147,8,11,0,5,3,0,1,0,0,60,0,0
429,56,6,317847,1,13,2,0,2,0,0,0,0,40,0,0
430,44,0,52028,13,2,1,4,1,4,1,0,0,40,18,0
431,20,0,184045,6,10,0,8,3,1,1,0,0,30,0,0
432,32,0,206609,1,13,1,1,4,0,0,0,0,60,0,1
433,59,0,152968,6,10,3,0,5,0,0,3325,0,40,0,0
434,21,0,213015,0,9,0,7,5,1,0,2176,0,40,0,0
435,32,0,313835,4,14,1,3,4,0,0,0,0,40,0,1
436,49,0,66385,0,9,1,8,4,0,0,5013,0,40,0,0
437,22,0,205940,1,13,0,0,0,0,1,1055,0,30,0,0
438,51,1,260938,6,10,1,1,4,0,0,0,0,50,0,1
439,33,0,60567,0,9,1,2,4,0,0,3411,0,40,0,0
440,23,0,335067,1,13,0,8,2,0,0,0,0,50,0,0
441,34,0,331126,0,9,0,4,3,1,0,0,0,30,0,0
442,53,0,156612,10,8,2,11,2,0,1,0,0,40,0,0
443,44,0,188436,1,13,1,0,4,0,0,0,0,45,0,0
444,60,0,227468,6,10,4,9,2,1,1,0,0,40,0,0
445,55,0,183580,6,10,1,2,4,0,0,0,0,38,0,0
446,57,5,50990,0,9,1,10,4,0,0,0,0,30,0,0
447,59,0,384246,2,16,1,3,4,0,0,0,0,50,0,0
448,26,2,375313,6,10,0,2,0,4,0,0,0,40,3,0
449,30,0,176410,8,11,1,3,0,0,1,7298,0,16,0,1
450,49,0,93639,1,13,1,1,1,0,1,0,0,43,0,0
451,45,0,30289,10,8,1,2,4,0,0,0,0,40,0,0
452,29,1,124950,1,13,0,8,0,0,1,0,0,40,0,0
453,37,5,126675,0,9,1,10,4,0,0,0,0,60,0,1
454,21,0,145964,10,8,0,10,2,0,0,0,0,40,0,0
455,36,3,345712,0,9,1,1,4,0,0,0,0,40,0,0
456,18,2,97474,0,9,0,2,0,0,1,0,0,20,0,0
457,37,0,180342,1,13,0,8,2,0,0,0,0,45,0,0
458,19,0,167087,0,9,0,0,2,0,1,0,0,40,0,0
459,65,2,192825,9,4,1,2,4,0,0,0,0,25,0,0
460,30,0,318749,8,11,1,5,1,0,1,0,0,35,19,0
461,27,2,147638,4,14,0,2,2,2,1,0,0,40,7,0
462,59,6,293971,6,10,1,5,4,0,0,0,0,40,0,1
463,32,0,229566,8,11,1,4,4,0,0,0,0,60,0,1
464,25,0,242464,1,13,0,0,2,0,0,0,0,40,0,0
465,40,0,111067,1,13,1,7,4,0,0,0,0,80,0,1
466,21,2,155697,12,5,0,2,0,0,0,0,0,42,0,0
467,49,4,106554,1,13,2,3,3,0,1,0,0,40,0,1
468,49,0,23776,6,10,1,0,4,0,0,0,0,40,0,0
469,51,2,43909,0,9,2,2,3,1,1,0,0,40,0,0
470,48,0,105808,12,5,4,11,3,0,0,0,0,40,0,1
471,42,0,169995,6,10,1,3,4,0,0,0,0,45,0,0
472,53,0,141388,11,7,1,2,4,0,0,0,0,40,0,0
473,29,5,241431,0,9,0,2,2,0,0,0,0,45,0,0
474,21,2,78374,0,9,0,2,5,4,1,0,0,24,0,0
475,54,5,158948,0,9,1,11,4,0,0,0,0,15,0,0
476,66,0,115498,1,13,1,1,4,0,0,99999,0,55,2,1
477,34,0,272411,1,13,0,0,2,0,1,0,0,40,0,0
478,39,0,30529,1,13,1,1,4,0,0,0,1887,40,0,1
479,62,2,263374,8,11,1,2,4,0,0,0,0,40,20,0
480,30,0,190228,0,9,1,7,4,0,0,0,0,40,0,0
481,27,0,126060,1,13,0,1,2,0,1,0,0,40,0,0
482,25,0,391192,8,11,0,2,0,0,0,0,0,40,0,0
483,26,0,214069,0,9,3,10,2,0,0,0,0,40,0,0
484,45,0,170871,0,9,1,2,4,0,0,7298,0,60,0,1
485,55,0,118993,6,10,3,1,3,0,1,0,0,10,0,0
486,26,0,245880,0,9,0,4,5,0,0,0,0,40,0,0
487,45,0,174794,1,13,3,3,3,0,1,0,0,56,19,0
488,61,4,153408,4,14,2,3,2,0,1,0,0,40,0,1
489,34,2,330301,9,4,3,2,3,1,1,0,0,40,0,0
490,26,0,385278,0,9,1,1,4,1,0,0,0,60,0,0
491,44,6,38434,4,14,0,3,2,0,1,0,0,40,0,0
492,45,5,111679,6,10,2,2,2,0,0,0,0,30,0,0
493,55,0,168956,6,10,2,0,2,0,1,0,0,40,0,0
494,20,0,86143,6,10,0,4,5,4,0,0,0,30,0,0
495,48,0,99835,3,12,1,1,4,0,0,0,0,50,0,1
496,33,0,263561,0,9,2,2,2,0,0,0,0,60,0,0
497,44,0,118536,12,5,1,6,4,1,0,0,0,40,0,0
498,32,1,209691,1,13,1,2,4,0,0,0,0,50,20,0
499,54,0,123374,9,4,1,2,4,0,0,0,0,40,0,0
500,40,0,137225,4,14,1,1,4,0,0,0,0,40,0,1
501,29,0,119359,0,9,1,3,1,4,1,0,0,10,21,1
502,56,0,134153,7,6,1,0,4,1,0,0,0,40,0,0
503,47,0,121124,0,9,1,2,4,0,0,0,0,40,0,1
504,22,0,147655,6,10,0,5,2,0,1,0,0,40,0,0
505,46,0,165138,6,10,1,11,4,0,0,0,0,45,0,1
506,24,6,312017,6,10,0,1,0,0,0,0,0,40,0,0
507,37,0,272950,0,9,2,2,2,0,0,0,0,40,0,0
508,49,0,259323,0,9,2,2,3,0,0,0,0,40,0,0
509,44,6,281739,6,10,0,0,2,0,0,13550,0,50,0,1
510,21,0,119156,0,9,0,2,0,0,0,0,0,40,0,0
511,55,0,165881,0,9,1,1,4,0,0,0,0,40,0,1
512,23,3,136075,1,13,0,3,2,0,1,0,0,32,0,0
513,50,0,187465,11,7,2,8,2,0,1,0,0,40,0,0
514,44,0,328561,8,11,1,0,5,0,1,0,0,20,0,0
515,48,0,350440,6,10,1,2,5,4,0,0,0,40,22,1
516,38,5,109133,4,14,1,1,4,0,0,0,0,70,0,1
517,48,0,109814,5,15,1,3,4,0,0,0,1977,45,0,1
518,39,0,86643,6,10,0,2,2,0,0,0,0,50,0,0
519,52,6,154521,0,9,1,0,4,0,0,0,0,44,0,1
520,63,0,45912,0,9,4,4,5,0,1,0,0,40,0,0
521,48,0,175070,0,9,2,1,2,0,1,0,2258,40,0,1
522,37,0,338033,4,14,0,3,2,0,1,0,0,40,0,0
523,26,3,158963,4,14,0,1,2,0,1,0,0,40,0,0
524,50,1,121441,11,7,0,1,5,0,0,0,2444,40,0,1
525,47,5,242391,5,15,1,3,4,0,0,15024,0,40,0,1
526,19,0,119964,0,9,0,2,5,0,1,0,0,15,0,0
527,34,0,193344,6,10,0,0,3,0,1,0,0,40,19,0
528,29,4,45554,6,10,2,0,3,0,1,0,0,40,0,0
529,33,0,249716,0,9,0,5,2,0,0,0,0,45,0,0
530,53,0,58985,6,10,1,3,1,0,1,0,0,24,0,0
531,24,0,456367,0,9,1,2,4,0,0,0,0,40,0,0
532,39,0,117381,6,10,2,11,2,0,0,0,0,65,0,0
533,50,5,240922,3,12,0,8,2,0,1,0,1408,5,0,0
534,31,0,226443,1,13,1,3,4,0,0,0,0,40,0,0
535,22,0,364342,8,11,0,8,2,1,1,0,0,25,0,0
536,42,4,101593,1,13,1,9,4,0,0,0,0,42,0,0
537,23,0,267471,10,8,0,8,0,0,1,0,0,25,0,0
538,22,0,186849,11,7,2,8,0,0,0,0,0,50,0,0
539,65,0,174603,15,3,4,6,2,0,1,0,0,10,5,0
540,34,0,115040,0,9,1,2,4,0,0,0,0,44,0,0
541,23,0,142766,6,10,0,0,0,0,0,1055,0,20,0,0
542,38,0,59660,1,13,1,8,4,0,0,7298,0,40,0,1
543,45,5,49595,6,10,1,1,4,0,0,0,0,80,0,0
544,19,0,127491,0,9,0,4,2,0,0,0,0,40,0,0
545,46,0,155933,1,13,0,6,2,0,1,0,1602,8,0,0
546,23,0,122272,6,10,0,0,0,0,1,0,0,20,0,0
547,37,0,143771,0,9,1,1,4,0,0,0,0,60,0,1
548,59,0,91384,1,13,1,0,4,0,0,0,0,40,0,0
549,36,3,135874,1,13,1,8,4,0,0,0,0,40,0,0
550,35,0,207066,1,13,0,8,2,0,0,10520,0,45,0,1
551,51,0,172493,6,10,0,1,2,0,1,0,0,12,0,0
552,42,4,189956,1,13,2,3,3,1,1,0,0,30,0,0
553,35,0,106967,4,14,0,8,2,0,1,0,0,40,0,0
554,20,0,200153,0,9,0,4,0,0,1,0,0,38,0,0
555,25,0,149943,0,9,0,4,5,4,0,4101,0,60,2,0
556,41,0,151736,7,6,0,6,2,0,0,0,0,40,0,0
557,40,0,67852,0,9,2,11,2,0,0,0,0,35,0,0
558,36,0,54229,3,12,1,1,1,0,1,0,0,37,0,0
559,34,1,154120,4,14,1,8,4,0,0,0,0,60,0,1
560,44,5,157217,1,13,0,8,2,0,0,0,0,42,0,0
561,31,6,381645,1,13,3,3,2,0,0,0,0,40,0,0
562,41,4,160785,0,9,1,2,4,0,0,0,0,40,0,0
563,43,0,133584,6,10,1,6,4,0,0,0,0,40,0,0
564,43,0,170230,4,14,0,5,2,0,1,0,0,40,0,0
565,58,0,250206,7,6,1,2,4,0,0,5178,0,40,0,1
566,19,0,128363,6,10,0,8,0,0,1,0,0,30,0,0
567,43,4,163434,1,13,1,9,4,0,0,0,0,55,0,1
568,50,0,195690,0,9,1,7,4,0,0,0,0,45,0,0
569,44,1,138991,6,10,1,1,4,0,0,0,0,50,0,1
570,46,0,118419,0,9,2,6,3,0,0,0,0,38,0,0
571,52,5,185407,1,13,1,1,4,0,0,0,0,50,0,1
572,52,5,283079,0,9,0,3,2,0,0,0,0,50,0,0
573,18,0,119655,10,8,0,0,0,0,1,0,0,12,0,0
574,29,0,153416,1,13,0,1,2,0,1,0,0,55,0,0
575,19,2,204868,0,9,1,2,1,0,1,0,0,36,0,0
576,34,0,220362,1,13,0,1,0,0,0,0,0,40,0,0
577,23,4,203078,6,10,1,9,4,1,0,0,0,40,0,0
578,64,3,104361,6,10,3,0,2,0,1,0,0,65,0,0
579,68,0,274096,7,6,2,11,2,0,0,0,0,20,0,0
580,42,3,455553,0,9,0,0,3,1,1,0,0,40,0,0
581,41,0,112283,0,9,1,2,4,0,0,0,0,60,0,1
582,41,1,64506,0,9,1,10,4,0,0,0,0,50,0,0
583,22,3,24395,6,10,1,0,1,0,1,0,0,20,0,0
584,67,1,182581,6,10,1,1,4,0,0,20051,0,20,0,1
585,27,0,100669,6,10,1,2,4,4,0,0,0,40,3,1
586,25,0,178025,4,14,1,3,4,0,0,0,0,40,0,0
587,49,2,113913,0,9,1,2,1,0,1,0,0,60,0,0
588,28,0,55191,3,12,0,7,2,0,0,0,0,45,0,0
589,51,6,223206,2,16,1,3,4,4,0,15024,0,40,18,1
590,23,4,162551,1,13,0,3,0,4,1,0,0,35,21,0
591,19,0,693066,10,8,0,4,0,0,1,0,0,15,0,0
592,72,2,96867,15,3,4,2,2,0,1,0,0,40,0,0
593,33,0,256362,6,10,0,4,2,0,0,0,0,35,0,0
594,53,0,539864,6,10,2,2,2,0,0,0,0,20,0,0
595,35,0,241153,8,11,0,5,2,0,0,0,0,40,0,0
596,31,0,284395,1,13,1,8,4,0,0,0,0,40,0,0
597,18,0,180039,10,8,0,8,0,0,1,0,0,20,0,0
598,45,0,178416,8,11,2,7,2,0,1,0,0,40,0,0
599,28,0,175710,1,13,0,0,2,0,1,0,0,30,2,0
600,22,4,164775,15,3,0,7,5,0,0,0,0,40,23,1
601,55,0,176897,6,10,2,5,2,0,0,0,0,40,0,0
602,45,0,265097,0,9,1,4,4,0,0,0,1902,40,0,1
603,22,0,193090,0,9,0,8,2,0,1,0,0,37,0,0
604,37,0,186009,0,9,1,11,4,0,0,0,1672,60,0,0
605,28,0,175262,0,9,1,6,0,0,0,0,0,40,0,0
606,19,0,109928,11,7,0,8,0,1,1,0,0,35,0,0
607,37,5,162834,0,9,1,8,4,0,0,0,1902,45,0,1
608,50,0,177896,2,16,1,3,4,0,0,0,0,40,0,1
609,31,0,181372,0,9,2,0,3,0,1,0,0,35,0,0
610,40,0,70645,14,1,0,4,2,0,1,0,0,20,0,0
611,51,0,128272,12,5,1,6,4,0,0,0,0,45,0,0
612,56,0,106723,0,9,2,0,2,0,1,0,0,40,0,0
613,21,0,122348,6,10,0,5,0,0,1,0,0,35,0,0
614,40,0,177905,8,11,1,1,4,0,0,7688,0,44,0,1
615,22,0,254547,6,10,0,1,3,1,1,0,0,40,16,0
616,47,1,102308,5,15,1,3,4,0,0,0,2415,45,0,1
617,44,0,33105,0,9,1,1,4,3,0,0,0,40,0,0
618,30,0,215441,6,10,0,0,2,2,0,0,0,40,2,0
619,44,4,197919,6,10,2,4,3,0,1,0,0,40,0,0
620,41,0,206139,0,9,1,8,4,0,0,0,0,40,0,1
621,47,0,117849,3,12,2,8,0,0,0,0,0,44,0,0
622,26,0,323044,6,10,1,1,4,0,0,0,0,45,19,1
623,34,0,90415,8,11,0,5,2,1,0,0,0,40,0,0
624,47,0,294913,5,15,1,1,4,0,0,99999,0,40,0,1
625,36,0,127573,0,9,3,0,2,0,1,0,0,38,0,0
626,21,0,180190,8,11,1,10,4,0,0,0,0,46,0,0
627,45,3,231013,1,13,2,9,2,0,0,0,0,40,0,0
628,33,0,356015,0,9,3,2,2,3,0,0,0,35,24,0
629,33,0,198069,0,9,0,6,2,0,0,0,0,65,0,0
630,58,5,99141,0,9,2,10,3,0,1,0,0,10,0,0
631,31,0,188246,3,12,2,2,2,0,0,0,0,50,0,1
632,32,5,116508,6,10,1,10,4,0,0,0,0,50,0,1
633,44,6,38434,1,13,4,1,3,0,1,0,0,40,0,1
634,24,0,128477,4,14,0,3,2,0,1,0,0,40,0,0
635,35,0,91839,1,13,1,4,4,3,0,7688,0,20,0,1
636,43,0,409922,1,13,1,1,4,0,0,0,1977,50,0,1
637,49,0,185041,0,9,1,6,4,0,0,0,0,40,0,0
638,37,5,103925,1,13,1,8,1,0,1,0,0,50,0,0
639,42,5,34037,1,13,0,10,0,0,0,0,0,35,0,0
640,31,0,251659,6,10,1,4,4,4,0,0,1485,55,2,1
641,19,0,57145,0,9,0,4,0,0,1,0,0,25,0,0
642,41,0,182108,2,16,0,6,2,0,1,0,0,40,0,1
643,51,1,213296,0,9,1,4,4,0,0,0,0,30,0,0
644,51,1,28765,5,15,1,3,4,0,0,0,0,60,0,1
645,63,0,37792,7,6,4,4,2,0,1,0,0,31,0,0
646,39,6,232036,6,10,1,0,4,0,0,0,0,40,0,1
647,30,0,33678,0,9,0,8,0,0,0,0,0,40,0,0
648,62,7,159908,6,10,1,0,1,0,1,0,0,16,0,0
649,27,0,176761,0,9,0,2,5,2,0,0,0,40,25,0
650,32,0,260954,11,7,1,2,4,0,0,0,2042,30,0,0
651,37,4,180342,1,13,1,4,4,0,0,0,0,40,0,1
652,47,4,324791,4,14,1,3,4,0,0,0,1887,50,0,1
653,31,0,183801,4,14,1,3,4,0,0,0,1902,43,0,1
654,42,0,204235,0,9,1,8,4,0,0,0,0,40,0,0
655,37,0,249720,8,11,5,8,3,1,1,0,0,32,0,0
656,60,0,127084,0,9,1,9,4,0,0,0,2042,34,0,0
657,42,4,201495,6,10,1,9,4,0,0,0,0,72,0,1
658,38,0,447346,6,10,1,2,4,0,0,0,0,36,0,1
659,24,0,206008,3,12,0,3,0,1,0,0,0,20,0,0
660,34,0,286020,0,9,1,6,4,0,0,0,0,45,0,0
661,20,2,99891,6,10,0,2,0,0,1,0,0,30,0,0
662,29,4,169544,6,10,0,9,0,0,0,0,0,48,0,0
663,90,0,313749,0,9,4,0,3,0,1,0,0,25,0,0
664,55,0,89182,10,8,2,6,2,0,1,0,0,40,5,0
665,36,0,258102,0,9,0,7,2,0,0,0,0,40,0,0
666,49,0,255466,6,10,2,0,2,0,1,0,0,60,0,0
667,50,0,38795,1,13,1,3,4,0,0,0,0,50,0,0
668,17,0,311907,11,7,0,4,0,0,0,0,0,25,0,0
669,54,0,171924,0,9,1,11,4,0,0,0,0,70,0,0
670,26,0,164488,1,13,0,1,2,0,0,0,0,10,0,0
671,44,0,297991,3,12,0,1,2,4,1,0,0,50,0,0
672,28,0,478315,1,13,0,3,0,1,1,0,0,40,0,0
673,54,4,34832,2,16,1,1,4,0,0,0,0,60,0,1
674,21,0,67804,12,5,0,6,0,1,0,0,0,20,0,0
675,24,0,34568,8,11,0,11,2,0,0,0,0,40,0,0
676,31,0,47151,0,9,0,4,2,0,1,0,0,56,0,0
677,59,2,120617,6,10,0,2,2,1,1,0,0,40,0,0
678,41,0,318046,6,10,1,11,4,0,0,0,0,48,0,1
679,29,0,363963,0,9,2,4,2,0,1,0,0,40,0,0
680,50,0,92811,1,13,1,5,4,0,0,0,0,40,0,0
681,32,0,33678,6,10,1,11,4,0,0,0,0,50,0,1
682,42,0,66118,6,10,2,6,2,0,1,0,0,40,0,0
683,47,0,160474,0,9,1,1,1,0,1,0,0,30,0,1
684,44,0,159960,6,10,2,0,3,0,1,0,0,40,0,0
685,49,0,242987,1,13,1,3,4,0,0,0,0,40,11,0
686,61,0,232719,4,14,1,3,4,0,0,0,0,50,0,0
687,65,4,103153,9,4,1,1,4,0,0,0,1411,40,0,0
688,45,4,162187,0,9,1,9,4,0,0,0,0,40,0,1
689,59,0,207391,0,9,2,6,2,0,0,0,0,40,0,0
690,30,8,176673,0,9,1,2,1,1,1,0,0,40,0,0
691,34,0,356882,6,10,1,8,4,0,0,0,0,45,0,1
692,24,0,427686,13,2,1,7,5,0,0,0,0,40,1,0
693,42,1,191196,1,13,1,1,4,0,0,0,1977,60,2,1
694,37,0,377798,6,10,1,2,4,0,0,3103,0,40,0,1
695,36,0,43712,7,6,1,2,4,0,0,0,0,40,0,0
696,21,2,205939,6,10,0,2,0,0,0,0,0,40,0,0
697,54,0,161691,4,14,2,3,2,0,1,0,2559,40,0,1
698,34,0,346034,10,8,5,7,3,0,0,0,0,35,1,0
699,41,0,144460,6,10,2,6,0,0,0,0,0,40,5,0
700,18,8,153663,6,10,0,2,0,0,0,0,0,4,0,0
701,26,0,262617,0,9,1,2,4,0,0,0,0,48,0,0
702,23,6,173851,0,9,0,13,2,0,0,0,0,8,0,0
703,63,2,126540,6,10,2,2,2,0,1,0,0,5,0,0
704,34,0,117963,1,13,1,2,4,0,0,0,0,40,0,1
705,54,0,219737,0,9,4,8,2,0,1,0,0,37,0,0
706,37,0,328466,0,9,1,2,4,0,0,0,0,72,1,0
707,54,3,138852,0,9,1,3,4,0,0,0,0,40,0,0
708,22,4,195532,6,10,0,9,5,0,1,0,0,43,0,0
709,32,0,188246,0,9,1,2,4,0,0,0,0,40,0,0
710,42,3,138162,6,10,2,0,0,0,0,0,0,40,0,0
711,31,3,110714,6,10,0,4,0,0,1,0,0,37,0,0
712,48,0,123075,2,16,1,3,4,0,0,0,0,45,0,1
713,28,0,330466,1,13,0,3,2,4,0,0,0,40,24,0
714,31,0,254304,7,6,2,2,2,0,0,0,0,38,0,0
715,28,0,435842,1,13,1,1,4,0,0,0,0,40,0,0
716,24,0,118657,10,8,1,6,4,0,0,0,0,40,0,0
717,50,0,278188,0,9,2,2,2,0,1,0,0,45,0,0
718,26,0,233777,0,9,1,2,4,0,0,0,0,72,1,0
719,37,1,328466,6,10,1,1,4,0,0,0,0,50,0,1
720,24,0,176580,15,3,5,10,2,0,0,0,0,40,1,0
721,18,2,156608,11,7,0,2,0,0,1,0,0,25,0,0
722,32,0,172415,0,9,0,4,3,1,1,0,0,40,0,0
723,23,0,194951,1,13,0,3,2,4,0,0,0,55,26,0
724,33,4,318921,0,9,2,11,2,0,1,0,0,35,0,0
725,49,0,189462,0,9,1,2,4,0,0,0,0,40,0,0
726,75,5,192813,4,14,4,8,2,0,0,0,0,45,0,0
727,74,5,199136,1,13,4,2,2,0,0,15831,0,8,19,1
728,26,0,156805,6,10,1,6,4,1,0,0,0,40,0,0
729,66,2,93318,0,9,4,2,3,0,1,0,0,40,0,0
730,34,0,121966,1,13,5,0,2,0,1,0,0,45,0,0
731,18,0,347336,10,8,0,4,0,0,0,0,0,12,0,0
732,33,0,205950,0,9,1,2,4,0,0,0,0,40,0,0
733,36,3,212143,1,13,1,0,1,0,1,0,0,20,0,1
734,44,0,187821,1,13,1,11,4,0,0,0,0,55,0,0
735,36,0,250807,11,7,0,2,2,1,1,0,0,40,0,0
736,53,0,291755,8,11,1,2,4,0,0,0,0,40,0,0
737,60,0,36077,9,4,5,6,2,0,0,0,0,40,0,0
738,28,0,119793,0,9,1,2,4,0,0,0,0,40,13,0
739,36,0,184655,7,6,2,11,3,0,0,0,0,48,0,0
740,35,0,162256,8,11,2,0,2,0,1,6849,0,40,0,0
741,45,5,204405,8,11,1,3,4,0,0,0,0,20,0,0
742,23,0,133355,6,10,0,0,0,0,0,0,0,15,0,0
743,35,0,89559,6,10,2,0,3,0,1,0,0,55,0,0
744,34,0,115066,6,10,1,1,4,0,0,0,0,42,0,1
745,46,0,139514,14,1,1,6,5,1,0,0,0,75,8,0
746,58,3,200316,0,9,1,2,4,0,0,0,0,40,0,0
747,55,4,166502,4,14,0,3,2,0,1,0,0,45,0,0
748,63,0,226422,0,9,1,2,4,0,0,0,0,40,0,0
749,41,5,251305,6,10,1,8,4,0,0,0,0,40,0,0
750,45,0,190482,8,11,1,2,4,0,0,0,0,76,0,0
751,41,0,122215,4,14,1,3,4,0,0,15024,0,40,0,1
752,42,0,248356,0,9,0,8,3,0,1,0,0,40,0,0
753,90,4,214594,9,4,1,9,4,0,0,2653,0,40,0,0
754,41,0,220460,0,9,0,8,0,0,0,0,0,40,0,0
755,22,0,174043,0,9,0,2,2,0,0,0,0,50,0,0
756,53,5,137547,5,15,0,3,2,4,0,27828,0,40,3,1
757,49,5,111959,1,13,1,1,4,0,0,0,0,60,27,1
758,51,0,40641,6,10,1,1,4,0,0,0,0,60,0,1
759,22,0,205940,1,13,0,1,2,0,1,0,0,40,0,0
760,23,0,265077,8,11,0,4,2,0,1,0,0,40,0,0
761,59,0,395736,0,9,1,7,4,0,0,0,0,40,0,1
762,40,0,306225,0,9,2,2,2,4,1,0,0,40,7,0
763,28,0,180299,0,9,1,11,4,0,0,0,0,70,0,0
764,39,0,214896,0,9,3,4,2,0,1,0,0,40,12,0
765,25,0,273792,0,9,0,2,0,0,0,0,0,37,0,0
766,48,3,224474,6,10,2,1,2,0,1,0,0,40,0,0
767,62,0,271431,12,5,1,4,4,1,0,0,0,42,0,0
768,44,4,150171,0,9,2,0,3,0,1,0,0,40,0,0
769,28,6,381789,1,13,0,3,2,0,0,0,0,50,0,0
770,62,0,170984,6,10,1,2,4,0,0,0,0,45,0,0
771,32,0,108256,0,9,1,2,4,0,0,0,0,40,0,0
772,59,6,23789,0,9,1,8,1,0,1,0,0,40,0,1
773,20,0,176321,6,10,0,0,5,0,1,0,0,20,0,0
774,40,0,260425,3,12,3,5,3,0,1,1471,0,32,0,0
775,47,0,248059,6,10,1,4,4,0,0,0,0,47,0,1
776,60,0,56248,6,10,1,8,4,0,0,0,0,40,0,0
777,55,0,199763,0,9,3,9,2,0,0,0,0,81,0,0
778,18,0,200047,10,8,0,0,0,0,0,0,0,35,0,0
779,43,0,191712,1,13,0,0,2,0,0,0,1741,40,0,0
780,31,5,156033,0,9,2,4,2,0,0,0,0,35,0,0
781,22,0,173736,0,9,0,2,2,0,0,0,0,50,0,0
782,56,0,135458,0,9,2,5,2,1,1,0,0,40,0,0
783,41,0,185660,0,9,3,0,3,0,1,0,0,40,0,0
784,24,0,222005,0,9,0,4,5,0,0,0,0,30,0,0
785,42,0,161510,1,13,1,8,4,0,0,7298,0,40,0,1
786,53,4,186303,6,10,1,9,4,0,0,0,1887,40,0,1
787,52,4,143533,9,4,0,4,5,1,1,0,0,40,0,0
788,42,0,288154,6,10,1,2,4,0,0,0,0,89,0,1
789,48,0,325372,13,2,1,6,4,0,0,0,0,40,13,0
790,35,0,379959,0,9,2,4,2,0,1,0,0,40,0,0
791,33,0,168387,11,7,1,4,4,0,0,0,0,40,0,0
792,20,0,234640,6,10,0,0,0,0,1,0,0,40,0,0
793,33,0,232475,6,10,0,8,0,0,0,0,0,45,0,0
794,30,0,205152,1,13,0,8,2,0,0,0,0,40,0,0
795,31,0,112115,6,10,1,8,4,0,0,0,0,40,0,0
796,29,0,183854,0,9,0,8,2,0,1,0,0,25,0,0
797,26,0,164386,0,9,0,2,0,0,0,0,0,48,0,0
798,61,0,149620,6,10,2,4,2,1,0,0,0,40,0,0
799,45,0,199590,15,3,1,6,4,0,0,0,0,40,2,0
800,29,0,83742,0,9,2,4,3,0,1,0,0,45,0,0
801,57,5,65080,0,9,1,2,4,0,0,0,0,50,0,1
802,33,0,191335,3,12,1,2,4,0,0,0,1902,50,0,1
803,20,0,227778,6,10,0,8,2,0,1,0,0,56,0,0
804,26,0,48280,1,13,0,3,2,0,1,0,0,40,0,0
805,36,0,66304,1,13,1,1,4,0,0,0,0,55,0,1
806,23,0,45834,1,13,0,1,2,0,1,0,0,50,0,0
807,31,0,298995,0,9,1,4,1,1,1,0,0,35,0,0
808,47,0,161950,0,9,2,4,3,0,1,0,0,32,0,0
809,61,0,98776,11,7,4,7,2,0,1,0,0,30,0,0
810,35,0,102268,1,13,1,1,4,0,0,0,0,45,0,0
811,23,0,180771,13,2,1,6,1,3,1,0,0,35,1,0
812,20,2,203992,0,9,0,2,0,0,0,0,0,40,0,0
813,41,0,206878,0,9,2,4,3,0,1,0,0,32,0,0
814,39,6,110622,1,13,1,0,1,4,1,0,0,40,3,0
815,51,4,203334,2,16,2,1,2,0,1,0,0,45,0,1
816,61,5,50483,9,4,1,10,4,0,0,0,0,56,0,0
817,51,0,274502,9,4,2,6,2,0,1,0,0,48,0,0
818,36,0,208068,14,1,2,4,2,2,0,0,0,72,1,0
819,41,5,168098,1,13,1,3,4,0,0,0,0,50,0,0
820,34,0,213307,0,9,0,7,3,0,1,7443,0,35,0,0
821,25,0,175128,0,9,1,11,4,0,0,0,0,40,0,0
822,37,0,40955,5,15,1,3,4,0,0,0,0,50,0,1
823,19,0,60890,0,9,0,2,2,0,0,0,0,49,0,0
824,66,5,102686,4,14,1,1,4,0,0,0,0,20,0,1
825,23,0,190273,1,13,0,3,0,0,0,0,0,40,0,0
826,30,5,176185,6,10,5,2,0,0,0,0,0,60,0,1
827,53,0,304504,6,10,1,11,4,0,0,0,1887,45,0,1
828,25,0,390657,6,10,0,4,2,1,0,0,0,40,0,0
829,18,0,41381,0,9,0,8,0,0,1,0,1602,20,0,0
830,51,0,101432,0,9,1,2,4,0,0,0,0,40,0,0
831,61,0,190682,0,9,4,2,2,1,1,0,1669,50,0,0
832,53,0,158993,0,9,4,6,3,1,1,0,0,38,0,0
